0.000,0.000,0.000,-2.000,2.356,1.884,1.178,3.142,0.000,0.000
0.020,0.047,0.038,-1.976,2.353,1.876,1.177,3.173,0.000,0.000
0.040,0.094,0.075,-1.953,2.349,1.861,1.174,3.204,0.000,0.000
0.060,0.141,0.112,-1.929,2.342,1.839,1.171,3.236,0.000,0.000
0.080,0.188,0.149,-1.906,2.333,1.810,1.166,3.267,0.000,0.000
0.100,0.235,0.185,-1.883,2.321,1.773,1.161,3.299,0.000,0.000
0.120,0.281,0.221,-1.859,2.307,1.730,1.154,3.330,0.000,0.000
0.140,0.327,0.255,-1.836,2.291,1.679,1.145,3.362,0.000,0.000
0.160,0.373,0.289,-1.813,2.273,1.622,1.136,3.393,0.000,0.000
0.180,0.418,0.321,-1.791,2.252,1.559,1.126,3.424,0.000,0.000
0.200,0.464,0.353,-1.768,2.229,1.489,1.115,3.456,0.000,0.000
0.220,0.508,0.382,-1.746,2.204,1.414,1.102,3.487,0.000,0.000
0.240,0.552,0.411,-1.724,2.177,1.333,1.088,3.519,0.000,0.000
0.260,0.596,0.437,-1.702,2.147,1.246,1.074,3.550,0.000,0.000
0.280,0.639,0.462,-1.681,2.116,1.155,1.058,3.581,0.000,0.000
0.300,0.681,0.485,-1.660,2.082,1.059,1.041,3.613,0.000,0.000
0.320,0.723,0.507,-1.639,2.047,0.959,1.023,3.644,0.000,0.000
0.340,0.764,0.526,-1.618,2.009,0.856,1.004,3.676,0.000,0.000
0.360,0.804,0.543,-1.598,1.969,0.748,0.985,3.707,0.000,0.000
0.380,0.843,0.558,-1.578,1.928,0.638,0.964,3.738,0.000,0.000
0.400,0.882,0.571,-1.559,1.884,0.526,0.942,3.770,0.000,0.000
0.420,0.919,0.581,-1.540,1.839,0.411,0.919,3.801,0.000,0.000
0.440,0.956,0.589,-1.522,1.792,0.295,0.896,3.833,0.000,0.000
0.460,0.992,0.595,-1.504,1.743,0.177,0.871,3.864,0.000,0.000
0.480,1.027,0.599,-1.487,1.692,0.059,0.846,3.896,0.000,0.000
0.500,1.061,0.600,-1.470,1.640,-0.059,0.820,3.927,0.000,0.000
0.520,1.093,0.599,-1.453,1.586,-0.177,0.793,3.958,0.000,0.000
0.540,1.125,0.595,-1.437,1.530,-0.295,0.765,3.990,0.000,0.000
0.560,1.156,0.589,-1.422,1.473,-0.411,0.737,4.021,0.000,0.000
0.580,1.185,0.581,-1.407,1.415,-0.526,0.707,4.053,0.000,0.000
0.600,1.214,0.571,-1.393,1.355,-0.638,0.677,4.084,0.000,0.000
0.620,1.241,0.558,-1.380,1.294,-0.748,0.647,4.115,0.000,0.000
0.640,1.266,0.543,-1.367,1.231,-0.856,0.616,4.147,0.000,0.000
0.660,1.291,0.526,-1.354,1.167,-0.959,0.584,4.178,0.000,0.000
0.680,1.314,0.507,-1.343,1.102,-1.059,0.551,4.210,0.000,0.000
0.700,1.337,0.485,-1.332,1.037,-1.155,0.518,4.241,0.000,0.000
0.720,1.357,0.462,-1.321,0.970,-1.246,0.485,4.273,0.000,0.000
0.740,1.377,0.437,-1.312,0.902,-1.333,0.451,4.304,0.000,0.000
0.760,1.395,0.411,-1.303,0.833,-1.414,0.416,4.335,0.000,0.000
0.780,1.411,0.382,-1.294,0.763,-1.489,0.382,4.367,0.000,0.000
0.800,1.427,0.353,-1.287,0.693,-1.559,0.346,4.398,0.000,0.000
0.820,1.440,0.321,-1.280,0.622,-1.622,0.311,4.430,0.000,0.000
0.840,1.453,0.289,-1.274,0.550,-1.679,0.275,4.461,0.000,0.000
0.860,1.464,0.255,-1.268,0.478,-1.730,0.239,4.492,0.000,0.000
0.880,1.473,0.221,-1.263,0.405,-1.773,0.203,4.524,0.000,0.000
0.900,1.482,0.185,-1.259,0.332,-1.810,0.166,4.555,0.000,0.000
0.920,1.488,0.149,-1.256,0.259,-1.839,0.129,4.587,0.000,0.000
0.940,1.493,0.112,-1.253,0.185,-1.861,0.092,4.618,0.000,0.000
0.960,1.497,0.075,-1.251,0.111,-1.876,0.055,4.650,0.000,0.000
0.980,1.499,0.038,-1.250,0.037,-1.884,0.019,4.681,0.000,0.000
1.000,1.500,-0.000,-1.250,-0.037,-1.884,-0.019,4.712,0.000,0.000
1.020,1.499,-0.038,-1.250,-0.111,-1.876,-0.055,4.744,0.000,0.000
1.040,1.497,-0.075,-1.251,-0.185,-1.861,-0.092,4.775,0.000,0.000
1.060,1.493,-0.112,-1.253,-0.259,-1.839,-0.129,4.807,0.000,0.000
1.080,1.488,-0.149,-1.256,-0.332,-1.810,-0.166,4.838,0.000,0.000
1.100,1.482,-0.185,-1.259,-0.405,-1.773,-0.203,4.869,0.000,0.000
1.120,1.473,-0.221,-1.263,-0.478,-1.730,-0.239,4.901,0.000,0.000
1.140,1.464,-0.255,-1.268,-0.550,-1.679,-0.275,4.932,0.000,0.000
1.160,1.453,-0.289,-1.274,-0.622,-1.622,-0.311,4.964,0.000,0.000
1.180,1.440,-0.321,-1.280,-0.693,-1.559,-0.346,4.995,0.000,0.000
1.200,1.427,-0.353,-1.287,-0.763,-1.489,-0.382,5.027,0.000,0.000
1.220,1.411,-0.382,-1.294,-0.833,-1.414,-0.416,5.058,0.000,0.000
1.240,1.395,-0.411,-1.303,-0.902,-1.333,-0.451,5.089,0.000,0.000
1.260,1.377,-0.437,-1.312,-0.970,-1.246,-0.485,5.121,0.000,0.000
1.280,1.357,-0.462,-1.321,-1.037,-1.155,-0.518,5.152,0.000,0.000
1.300,1.337,-0.485,-1.332,-1.102,-1.059,-0.551,5.184,0.000,0.000
1.320,1.314,-0.507,-1.343,-1.167,-0.959,-0.584,5.215,0.000,0.000
1.340,1.291,-0.526,-1.354,-1.231,-0.856,-0.616,5.246,0.000,0.000
1.360,1.266,-0.543,-1.367,-1.294,-0.748,-0.647,5.278,0.000,0.000
1.380,1.241,-0.558,-1.380,-1.355,-0.638,-0.677,5.309,0.000,0.000
1.400,1.214,-0.571,-1.393,-1.415,-0.526,-0.707,5.341,0.000,0.000
1.420,1.185,-0.581,-1.407,-1.473,-0.411,-0.737,5.372,0.000,0.000
1.440,1.156,-0.589,-1.422,-1.530,-0.295,-0.765,5.404,0.000,0.000
1.460,1.125,-0.595,-1.437,-1.586,-0.177,-0.793,5.435,0.000,0.000
1.480,1.093,-0.599,-1.453,-1.640,-0.059,-0.820,5.466,0.000,0.000
1.500,1.061,-0.600,-1.470,-1.692,0.059,-0.846,5.498,0.000,0.000
1.520,1.027,-0.599,-1.487,-1.743,0.177,-0.871,5.529,0.000,0.000
1.540,0.992,-0.595,-1.504,-1.792,0.295,-0.896,5.561,0.000,0.000
1.560,0.956,-0.589,-1.522,-1.839,0.411,-0.919,5.592,0.000,0.000
1.580,0.919,-0.581,-1.540,-1.884,0.526,-0.942,5.623,0.000,0.000
1.600,0.882,-0.571,-1.559,-1.928,0.638,-0.964,5.655,0.000,0.000
1.620,0.843,-0.558,-1.578,-1.969,0.748,-0.985,5.686,0.000,0.000
1.640,0.804,-0.543,-1.598,-2.009,0.856,-1.004,5.718,0.000,0.000
1.660,0.764,-0.526,-1.618,-2.047,0.959,-1.023,5.749,0.000,0.000
1.680,0.723,-0.507,-1.639,-2.082,1.059,-1.041,5.781,0.000,0.000
1.700,0.681,-0.485,-1.660,-2.116,1.155,-1.058,5.812,0.000,0.000
1.720,0.639,-0.462,-1.681,-2.147,1.246,-1.074,5.843,0.000,0.000
1.740,0.596,-0.437,-1.702,-2.177,1.333,-1.088,5.875,0.000,0.000
1.760,0.552,-0.411,-1.724,-2.204,1.414,-1.102,5.906,0.000,0.000
1.780,0.508,-0.382,-1.746,-2.229,1.489,-1.115,5.938,0.000,0.000
1.800,0.464,-0.353,-1.768,-2.252,1.559,-1.126,5.969,0.000,0.000
1.820,0.418,-0.321,-1.791,-2.273,1.622,-1.136,6.000,0.000,0.000
1.840,0.373,-0.289,-1.813,-2.291,1.679,-1.145,6.032,0.000,0.000
1.860,0.327,-0.255,-1.836,-2.307,1.730,-1.154,6.063,0.000,0.000
1.880,0.281,-0.221,-1.859,-2.321,1.773,-1.161,6.095,0.000,0.000
1.900,0.235,-0.185,-1.883,-2.333,1.810,-1.166,6.126,0.000,0.000
1.920,0.188,-0.149,-1.906,-2.342,1.839,-1.171,6.158,0.000,0.000
1.940,0.141,-0.112,-1.929,-2.349,1.861,-1.174,6.189,0.000,0.000
1.960,0.094,-0.075,-1.953,-2.353,1.876,-1.177,6.220,0.000,0.000
1.980,0.047,-0.038,-1.976,-2.356,1.884,-1.178,6.252,0.000,0.000
2.000,-0.000,0.000,-2.000,-2.356,1.884,-1.178,6.283,0.000,0.000
2.020,-0.047,0.038,-2.024,-2.353,1.876,-1.177,6.315,0.000,0.000
2.040,-0.094,0.075,-2.047,-2.349,1.861,-1.174,6.346,0.000,0.000
